title,compound,datetime
The Holocaust Survivor Who Put His Faith in War Crimes Law,0.1027,2024-07-09 16:31:20.344095
War in Ukraine threatens its Olympic future — but a young amputee gymnast stays hopeful,0.296,2024-07-09 16:31:20.348651
Turkey’s Erdogan Cautions NATO Against Being Dragged Into War in Ukraine,-0.6249,2024-07-09 16:31:20.348651
"Ukraine war latest: Rescue operations end at Kyiv children's hospital, at least 33 killed in capital overall",-0.7269,2024-07-09 16:31:20.348651
Jersey War Tunnels marks fourth yearly awards win,0.4404,2024-07-09 16:31:20.348651
UN rights chief calls for end to war on Ukraine following latest airstrikes,-0.5994,2024-07-09 16:31:20.353327
"Sudan, Saudi Arabia discuss revival of peace talks to end civil war",-0.1027,2024-07-09 16:31:20.353327
We’re in a class war. Jane McAlevey actually acted like it.,-0.34,2024-07-09 16:31:20.358450
"Wounded Veterans, Wounded Economy: The Personnel Costs of Russia’s War",-0.5994,2024-07-09 16:31:20.359274
The World War on Asylum,-0.5994,2024-07-09 16:31:20.359274
Civilian casualties rise in Myanmar's civil war as resistance forces tighten noose around military,-0.5994,2024-07-09 16:31:20.359274
Gaza City ‘uninhabitable’ as UN experts blast Israeli ‘starvation campaign’,0.0,2024-07-09 16:31:20.359274
'It's timeless': Historic Second World War plane stops in Winnipeg,-0.6705,2024-07-09 17:31:20.283404
"US defense secretary says war with China neither imminent nor unavoidable, stressing need for talks",-0.316,2024-07-09 17:31:20.318319
Lebanon's bloodthirsty leadership impacts a population not keen on war - opinion,0.2584,2024-07-09 17:31:20.363359
Ukraine war briefing: day of mourning in Kyiv after missile strike on children’s hospital,-0.8074,2024-07-09 18:31:20.283404
"NATO allies commit to sending dozens of air defense systems to Ukraine, including four Patriots",0.4019,2024-07-09 18:31:20.313270
"If You Want To Go Down A “House Of The Dragon” Wormhole Today, Here Is A Spoiler-y Breakdown Of The Entire Targaryen Civil War",-0.5574,2024-07-09 18:31:20.331720
"Iran is targeting Americans amid Gaza war protests, US intelligence chief warns",-0.4767,2024-07-09 19:31:20.326933
APTOPIX Russia Ukraine War,-0.5994,2024-07-09 19:31:20.333959
"New York Times reveals Ukrainian war crimes, remains silent on paramilitaries’ ties to US state",-0.5994,2024-07-09 19:31:20.333959
Sudan war: How a photographer escaped the besieged city of el-Fasher,-0.5994,2024-07-09 20:31:20.283404
"Iran Update, July 9, 2024",0.0,2024-07-09 20:31:20.295502
UN experts say Israel carrying out ‘targeted starvation campaign’ in Gaza,0.0,2024-07-09 20:31:20.326933
Tour de France: Philipsen wins stage 10 as lead quartet ramp up war of words,-0.0516,2024-07-09 20:31:20.348651
"Era of culture wars is over, pledges new culture secretary Lisa Nandy",-0.5574,2024-07-09 20:31:20.353327
"Russian Offensive Campaign Assessment, July 9, 2024",-0.4588,2024-07-09 21:31:20.283404
"Iran encourages Gaza war protests in US to stoke outrage and distrust, intelligence chief says",-0.7096,2024-07-09 21:31:20.283404
Ukraine war latest: Biden addresses NATO summit after 'hell' of attack on Kyiv hospital,-0.7906,2024-07-09 21:31:20.293345
Zelenskyy says the world cannot wait until the US election in November to take action to repel Putin,0.0,2024-07-09 21:31:20.308624
Ukraine bets on land robots for next phase of war,-0.5994,2024-07-09 21:31:20.311231
Ukraine mourns as rescuers search the rubble of a Kyiv children's hospital struck by a missile,-0.6597,2024-07-09 21:31:20.313270
"""Make No Mistake, Russia Failing In This War"": Joe Biden Slams Vladimir Putin",-0.7845,2024-07-09 21:31:20.331720
"Russia-Ukraine war: List of key events, day 866",-0.5994,2024-07-09 22:31:20.283404
What the China-Russia alliance means for the West,0.0,2024-07-09 22:31:20.303537
Benjamin Netanyahu may yet avert an Israel-Hizbollah war,-0.6808,2024-07-09 23:31:20.295502
Ukraine Russia war live: Nato summit to begin as Zelensky hits out at Modi for hugging Putin during visit,-0.2732,2024-07-09 23:31:20.313270
NATO’s ‘Bridge’ to Ukraine Is a Ramp to Nowhere,0.0,2024-07-09 23:31:20.313270
"Biden or Trump? To the Polish president, it doesn’t matter.",0.0258,2024-07-09 23:31:20.326933
'Israel' to suffer 'severe damage' in war with Hezbollah: INSS report,-0.9217,2024-07-09 23:31:20.344095
‘Massacre’: At least 30 killed as Israeli warplane hits another Gaza school,-0.6705,2024-07-10 00:31:20.295502
Israel orders all civilians to leave Gaza City as it strikes UNRWA building,-0.4019,2024-07-10 00:31:20.295502
‘Massacre’: At least 29 killed as Israeli warplane hits another Gaza school,-0.6705,2024-07-10 00:31:20.303537
Airstrike kills 25 in southern Gaza as Israeli assault on Gaza City shuts down medical facilities,-0.8074,2024-07-10 00:31:20.318319
Gaza war: Palestinian anti-Hamas activist beaten by masked men,-0.7717,2024-07-10 00:31:20.326933
India's relationship with Russia gives it ability to urge Russian President Putin to end war in Ukraine: White House,-0.3818,2024-07-10 00:31:20.331720
NATO looks at how to make itself ‘war-ready’,0.0,2024-07-10 01:31:20.283404
War in Ukraine discussed at Modi-Putin meeting,-0.5994,2024-07-10 01:31:20.283404
NATO getting tough on China for backing Russia's war effort,-0.6486,2024-07-10 01:31:20.293488
Orban lays out Putin's views on war in leaked letter to European Council,-0.7351,2024-07-10 01:31:20.303537
Japan military hammered and war hasn’t even started,-0.5994,2024-07-10 01:31:20.313270
Israeli strike on Khan Younis shelter kills at least 31 amid surge in Gaza fighting,-0.7579,2024-07-10 01:31:20.353327
Russia-Ukraine war live: Odesa hit in overnight Russian strikes as US offers Kyiv more air defence systems,-0.6929,2024-07-10 02:31:20.295502
Russia-Ukraine war: Kremlin hits out at UK’s ‘irresponsible’ comments on Storm Shadow missiles – as it happened,-0.5994,2024-07-10 02:31:20.338491
Ukraine-Russia war latest: Zelenskyy appears to admit concern over what US election means for war,-0.7906,2024-07-10 02:31:20.353327
